Company ID;Company Name;Industry (ICB);Region;Year;PE Firm;PE/VC;URL of the Transaction;Description
50913;VetCor;Clinics/Oupatient Service;United States;2015;Golub Capital , Harvest Partners , Cressey & Co. LP , Oak Hill Capital (2018-06-15) , Harvest Partners Structured Capital;;https://oakhill.com/2018/06/15/oak-hill-capital-partners-leads-recapitalization-of-vetcor-alongside-harvest-partners-cressey-company-and-management/;Operator of a chain of veterinary clinics in the United States. The company offers preventive and wellness care including vaccinations, pet dental care, animal behavior and nutritional counseling, pet boarding, general medical and surgical services as well as pharmaceutical and other ancillary services.
4789;Veterinary Centers of America;Consumer Services;United States;2000;Crescent Capital Group LP;;;VCA, Inc. is an animal health care company. The company primarily operates animal hospitals and veterinary diagnostic laboratories in the United States. The animal hospitals offer general, medical, and surgical services to pet animals. The veterinary laboratories offer diagnostic and reference tests to diagnose, monitor, and treat diseases in animals. VCA, Inc. is based in Los Angeles, California.
44216;Vetoquinol;Pharmaceuticals;France;2003;3i Private Equity , Azulis Capital;;https://mergr.com/3i-private-equity-invests-in-vetoquinol-sa;Vetoquinol SA operates is a France-based firm serving in the healthcare market. Its focus lies on developing and marketing veterinary drugs mainly in the European region and to a certain extent in America and Asia. Its portfolio of drugs entails anti-infectives, anti- pain inflammatory drugs, cardiovascular and nephrology treatment intended mainly for pets and livestock.
24704;Vétoquinol;Pharmaceuticals;France;2003;3i Private Equity , Azulis Capital;;https://mergr.com/3i-private-equity-invests-in-vetoquinol-sa;Vetoquinol SA operates is a France-based firm serving in the healthcare market. Its focus lies on developing and marketing veterinary drugs mainly in the European region and to a certain extent in America and Asia. Its portfolio of drugs entails anti-infectives, anti- pain inflammatory drugs, cardiovascular and nephrology treatment intended mainly for pets and livestock.
50612;Vets First Choice;Consumer Services;United States;2022;TPG Global , Clayton, Dubilier & Rice (CD&R);;https://press.tpg.com/news-releases/news-release-details/covetrus-be-acquired-clayton-dubilier-rice-and-tpg-enterprise;Covetrus is a provider of technology-enabled healthcare services for companion and equine veterinary practitioners. The company partners with veterinarians to create insight into gaps in patient care and offer professionalized pro-active prescription management to drive client engagement and improve compliance. Covetrus was formed in 2010 and is based in Portland, Maine.
27503;Vetus;Marine;Netherlands;2007;AAC Capital Partners;;https://aaccapital.com/nl/news/vetus/;Manufacturer of marine engines and equipment. The company's products include fuel systems, exhaust systems, boat windows and anchoring systems, enabling the commercial and leisure vessels industry to undertake low-cost maintenance.
23687;VETXX;Distributors;Denmark;2005;Montagu Private Equity LLP;;https://news.cision.com/montagu-private-equity-llp/r/montagu-private-equity-announces-the-sale-of-vetxx,c319244;Provider of companion animal veterinary products. The company operates as a sales and marketing group for pets. It sells companion animal pharmaceutical and diet products solely to the veterinary sector. It markets pharmaceutical products for skin, eye and ear diseases and produced pet diet food and pet care products for companion animals.
10156;VHA Long Term Care;Other Healthcare Services;United States;;;;;Provider of long-term health care facilities.
44483;VIA;Home Furnishings;United States;2005;Prism Capital , Blue Sage Capital , Excelsior Capital Partners LLC ;;https://www.bluesage.com/investments;Manufacturer of office furniture. The company specializes in the design and manufacturing of office furniture using proprietary molded foam technology consisting of durable and long-lasting components with the help of a team of dedicated passionate artisans, enabling clients to receive furniture which ensures optimum support, comfort, intuitive movement and ease of adjustment primarily serving office, healthcare, education, and government markets. It offers a comprehensive suite of 32 types of seating components across a variety of categories, including task, multipurpose, executive, conference, motion, collaborative/lounge and outdoor seating.
6965;Via Location;Automotive;France;2007;Weinberg Capital Partners;;;Provider of industrial and commercial vehicle rental services intended to reduce inconvenience caused due to breakdowns, immobilization and other unexpected interventions. The company's industrial and commercial vehicle rental services are offered through industrial fleet management, long and short term rental, rental with driver and ownership management and maintenance, enabling customers to gain in competitiveness.
51142;Via Mechanics;Machinery (B2B);Japan;2021;Advantage Partners;;https://www.thecfigroup.com/transactions/advantage-partners-inc-has-acquired-via-mechanics-ltd-held-by-the-longreach-group-inc/;Manufacturer of drilling machines for semiconductor manufacturing. The company offers laser processing machines, printed circuit board drilling machines and other equipment, providing clients with sales and service of electronic component processing equipment as per requirements.
4578;VIA Net.works, Inc.;Systems and Information Management;Netherlands;;;;http://www.vianetworks.com;Provider of internet-protocol based business communication services to small- and medium-sized business. The company provides services such as web hosting, security, connectivity, networks, voice and professional services. The company has three brands namely VIA NET.WORKS, AMEN and PSINet Europe.
